id_venda,data_venda,produto,categoria,quantidade,preco_unitario,forma_pagamento,loja
4203,2025-04-05,Camiseta Básica,Vestuário,1,"230,36",PIX,Matriz - Recife
6434,04-11-2025,Mochila Escolar,Papelaria,2,"203,84",PIX,Matriz - Recife
7055,16/12/2025,Amendoim Torrado,Alimentos,1,"149,64",Dinheiro,Matriz - Recife
4643,16-05-2025,Amendoim Torrado,ALIMENTOS,1,"151,22",Cartão de Crédito,Matriz - Recife
2573,22/10/2024,Caixa de Som Portátil,Eletrônicos,1,"75,27",pix,Matriz - Recife
4025,18/03/2025,Mochila Escolar,Papelaria,1,"187,89",PIX,Matriz - Recife
1409,18-06-2024,Caixa de Som Portátil,Eletrônicos,1,"71,71",Pix,Matriz - Recife
2027,22/08/2024,Vela Aromática,Casa e Utilidades,2,"32,49",Dinheiro,Matriz - Recife
3253,19/12/2024,Caderno Universitário,Papelaria,1,"206,32",pix,Matriz - Recife
6266,20/10/2025,Cabo HDMI,Eletrônicos,1,"60,27",Cartão de Crédito,Matriz - Recife
6638,18-11-2025,Kit Panelas Antiaderente,Casa e Utilidades,2,"238,16",Cartão de Crédito,Matriz - Recife
3520,15/01/2025,Carregador USB-C,Eletrônicos,4,"14,35",PIX,Matriz - Recife
1469,22/06/2024,Vela Aromática,Casa e Utilidades,1,"32,05",pix,Matriz - Recife
2166,2024-09-07,Suco de Caju 1L,Alimentos,4,"167,71",,Matriz - Recife
518,21/03/2024,Meia Esportiva,Vestuário,3,"15,53",Cartão de Débito,Matriz - Recife
4143,30-03-2025,Suco de Caju 1L,Alimentos,1,"173,82",Pix,Matriz - Recife
2791,13/11/2024,Fone de Ouvido Bluetooth,ELETRÔNICOS,4,"163,38",Cartão de Crédito,Matriz - Recife
334,26/02/2024,Escova de Limpeza,Casa e Utilidades,1,"222,77",Cartão de Débito,Matriz - Recife
2204,12/09/2024,Suco de Caju 1L,Alimentos,1,"177,29",PIX,Matriz - Recife
1664,2024-07-09,kit panelas antiaderente,Casa e Utilidades,2,"254,64",Dinheiro,Matriz - Recife
5476,27/07/2025,Fone de Ouvido Bluetooth,ELETRÔNICOS,2,"154,45",pix,Matriz - Recife
1807,26-07-2024,Caneta Esferográfica,Papelaria,3,"10,24",Cartão de Crédito,Matriz - Recife
933,07-05-2024,Jaqueta Corta-Vento,VESTUÁRIO,2,"58,30",Dinheiro,Matriz - Recife
6151,2025-10-08,Chinelo de Dedo,Vestuário,1,"136,46",Dinheiro,Matriz - Recife
5329,14/07/2025,Kit Panelas Antiaderente,Casa e Utilidades,4,"224,29",Dinheiro,Matriz - Recife
6160,2025-10-09,fone de ouvido bluetooth,Eletrônicos,2,"162,46",pix,Matriz - Recife
520,2024-03-21,Camiseta Básica,Vestuário,1,"224,69",PIX,Matriz - Recife
1035,15/05/2024,Porta Sabonete,Casa e Utilidades,5,"159,40",PIX,Matriz - Recife
9,02-01-2024,Jogo de Toalhas,Casa e Utilidades,-1,"93,22",Pix,Matriz - Recife
875,01/05/2024,Cabo HDMI,ELETRÔNICOS,2,"61,55",Pix,Matriz - Recife
439,11-03-2024,Vela Aromática,Casa e Utilidades,2,"30,99",Pix,Matriz - Recife
927,06-05-2024,Água de Coco 500ml,Alimentos,1,"56,71",PIX,Matriz - Recife
2814,15-11-2024,Porta Sabonete,Casa e Utilidades,4,"164,98",Cartão de Débito,Matriz - Recife
6935,2025-12-06,Porta Sabonete,Casa e Utilidades,2,"165,10",Cartão de Crédito,Matriz - Recife
4585,2025-05-11,Boné Aba Reta,VESTUÁRIO,-2,"108,31",pix,Matriz - Recife
2071,27/08/2024,Carregador USB-C,Eletrônicos,1,"13,54",Cartão de Débito,Matriz - Recife
2598,24/10/2024,Escova de Limpeza,Casa e Utilidades,2,"229,98",pix,Matriz - Recife
3392,29/12/2024,Porta Sabonete,Casa e Utilidades,2,"141,95",Cartão de Crédito,Matriz - Recife
5441,2025-07-23,Água de Coco 500ml,Alimentos,1,"59,90",pix,Matriz - Recife
6524,09/11/2025,Fone de Ouvido Bluetooth,Eletrônicos,2,"149,92",pix,Matriz - Recife
1497,2024-06-24,Escova de Limpeza,Casa e Utilidades,1,"213,00",Cartão de Crédito,Matriz - Recife
2086,2024-08-30,Vela Aromática,Casa e Utilidades,4,"32,15",Cartão de Débito,Matriz - Recife
3676,04/02/2025,Jogo de Toalhas,Casa e Utilidades,1,"91,89",pix,Matriz - Recife
563,26-03-2024,Escova de Limpeza,Casa e Utilidades,1,"222,96",Pix,Matriz - Recife
5138,23-06-2025,Kit Panelas Antiaderente,Casa e Utilidades,1,"240,67",Cartão de Débito,Matriz - Recife
2301,2024-09-23,Caneta Esferográfica,Papelaria,4,"8,91",Dinheiro,Matriz - Recife
1227,02/06/2024,Estojo Simples,Papelaria,2,"165,60",PIX,Matriz - Recife
5261,2025-07-04,Chinelo de Dedo,VESTUÁRIO,2,"130,33",Cartão de Crédito,Matriz - Recife
7172,24/12/2025,Organizador de Gaveta,Casa e Utilidades,2,"31,57",Cartão de Débito,Matriz - Recife
3823,25/02/2025,Power Bank 10000mAh,Eletrônicos,1,"195,07",PIX,Matriz - Recife
6975,2025-12-11,Vela Aromática,Casa e Utilidades,1,"29,35",Cartão de Crédito,Matriz - Recife
6820,30/11/2025,Suco de Caju 1L,Alimentos,1,"174,57",Cartão de Débito,Matriz - Recife
1902,06-08-2024,Caderno Universitário,Papelaria,1,"189,34",Dinheiro,Matriz - Recife
650,07-04-2024,Caixa de Som Portátil,Eletrônicos,1,"73,55",Cartão de Débito,Matriz - Recife
4553,09/05/2025,Vela Aromática,Casa e Utilidades,-1,"29,60",,Matriz - Recife
5260,2025-07-04,Caderno Universitário,Papelaria,1,"200,55",Pix,Matriz - Recife
588,30/03/2024,Caderno Universitário,Papelaria,1,"190,18",Dinheiro,Matriz - Recife
4443,01-05-2025,mouse sem fio,ELETRÔNICOS,2,"167,19",PIX,Matriz - Recife
6143,07/10/2025,Cabo HDMI,Eletrônicos,1,"57,35",Cartão de Débito,Matriz - Recife
389,07/03/2024,Boné Aba Reta,Vestuário,1,"106,88",Cartão de Crédito,Matriz - Recife
4362,2025-04-23,Boné Aba Reta,,1,"115,12",pix,Matriz - Recife
6479,06/11/2025,Água de Coco 500ml,Alimentos,3,"62,86",PIX,Matriz - Recife
2044,23/08/2024,camiseta básica,VESTUÁRIO,1,"226,86",Pix,Matriz - Recife
815,25-04-2024,Biscoito Recheado,Alimentos,1,"52,32",Cartão de Débito,Matriz - Recife
708,13-04-2024,Cabo HDMI,ELETRÔNICOS,2,"61,46",Cartão de Crédito,Matriz - Recife
6634,18/11/2025,Jogo de Toalhas,Casa e Utilidades,2,"89,31",pix,Matriz - Recife
2179,09/09/2024,kit panelas antiaderente,Casa e Utilidades,2,"246,85",Cartão de Débito,Matriz - Recife
6391,2025-11-02,Amendoim Torrado,ALIMENTOS,4,"153,62",Cartão de Débito,Matriz - Recife
5644,2025-08-14,Fone de Ouvido Bluetooth,Eletrônicos,2,"164,17",Dinheiro,Matriz - Recife
299,2024-02-21,camiseta básica,Vestuário,2,"228,60",Cartão de Débito,Matriz - Recife
2810,15-11-2024,Chinelo de Dedo,VESTUÁRIO,2,"120,81",pix,Matriz - Recife
7024,2025-12-14,Caixa de Som Portátil,Eletrônicos,1,"78,40",Dinheiro,Matriz - Recife
2106,01/09/2024,Caixa de Som Portátil,,2,"72,36",Pix,Matriz - Recife
1269,05/06/2024,Jogo de Toalhas,Casa e Utilidades,1,"82,62",Pix,Matriz - Recife
1981,2024-08-15,Boné Aba Reta,Vestuário,1,"113,63",Cartão de Débito,Matriz - Recife
2445,2024-10-07,Café Torrado 500g,Alimentos,2,"14,51",Dinheiro,Matriz - Recife
1130,24-05-2024,Caixa de Som Portátil,Eletrônicos,4,"77,52",Dinheiro,Matriz - Recife
6462,05/11/2025,Vela Aromática,Casa e Utilidades,4,"30,48",Cartão de Débito,Matriz - Recife
261,14/02/2024,Café Torrado 500g,Alimentos,3,"14,35",PIX,Matriz - Recife
6439,2025-11-04,meia esportiva,Vestuário,5,"14,25",Pix,Matriz - Recife
5684,2025-08-18,Mouse Sem Fio,Eletrônicos,3,"177,52",Cartão de Débito,Matriz - Recife
6197,2025-10-13,Carregador USB-C,Eletrônicos,3,"13,22",Pix,Matriz - Recife
376,04-03-2024,Cola Bastão,Papelaria,3,"43,59",Dinheiro,Matriz - Recife
6736,2025-11-23,Jaqueta Corta-Vento,Vestuário,3,"56,22",Cartão de Débito,Matriz - Recife
6523,2025-11-09,mouse sem fio,Eletrônicos,1,"159,05",Dinheiro,Matriz - Recife
1259,05/06/2024,porta sabonete,Casa e Utilidades,1,"161,34",Pix,Matriz - Recife
5664,15/08/2025,Mouse Sem Fio,Eletrônicos,3,"163,21",pix,Matriz - Recife
4010,16/03/2025,Escova de Limpeza,Casa e Utilidades,1,"214,49",Cartão de Débito,Matriz - Recife
6107,04-10-2025,Amendoim Torrado,Alimentos,1,"151,36",,Matriz - Recife
4452,02/05/2025,Camiseta Básica,VESTUÁRIO,2,"213,05",,Matriz - Recife
7124,2025-12-20,Barra de Cereal,Alimentos,2,"147,67",Cartão de Débito,Matriz - Recife
6865,02-12-2025,Vela Aromática,Casa e Utilidades,1,"30,63",Cartão de Débito,Matriz - Recife
4039,2025-03-19,jaqueta corta-vento,Vestuário,1,"58,67",Cartão de Crédito,Matriz - Recife
6253,18/10/2025,Power Bank 10000mAh,Eletrônicos,1,"193,39",Cartão de Débito,Matriz - Recife
2007,19-08-2024,Mochila Escolar,Papelaria,3,"215,12",Cartão de Crédito,Matriz - Recife
6698,21-11-2025,Café Torrado 500g,Alimentos,1,"15,43",Dinheiro,Matriz - Recife
816,25-04-2024,Barra de Cereal,Alimentos,1,"136,24",Dinheiro,Matriz - Recife
7065,16-12-2025,Cola Bastão,,3,"43,03",PIX,Matriz - Recife
3771,18-02-2025,chinelo de dedo,Vestuário,2,"127,49",Pix,Matriz - Recife
5529,02/08/2025,Boné Aba Reta,Vestuário,-2,"114,63",pix,Matriz - Recife
5112,2025-06-21,Chinelo de Dedo,,3,"124,05",Dinheiro,Matriz - Recife
4251,10/04/2025,Barra de Cereal,Alimentos,1,"130,22",pix,Matriz - Recife
2051,24-08-2024,Caneta Esferográfica,Papelaria,2,"8,95",Cartão de Débito,Matriz - Recife
1062,19-05-2024,Mochila Escolar,Papelaria,1,"208,78",PIX,Matriz - Recife
979,11/05/2024,Boné Aba Reta,Vestuário,1,"117,36",Cartão de Crédito,Matriz - Recife
4942,07-06-2025,Power Bank 10000mAh,Eletrônicos,1,"183,72",PIX,Matriz - Recife
3506,12/01/2025,Chinelo de Dedo,Vestuário,3,"132,83",Cartão de Crédito,Matriz - Recife
1773,22/07/2024,Bermuda Jeans,Vestuário,3,"31,27",Dinheiro,Matriz - Recife
4535,2025-05-07,Água de Coco 500ml,ALIMENTOS,1,"60,95",Dinheiro,Matriz - Recife
625,03/04/2024,Bermuda Jeans,Vestuário,2,"31,36",pix,Matriz - Recife
2582,2024-10-23,Marcador de Texto,Papelaria,2,"96,09",Cartão de Débito,Matriz - Recife
3283,2024-12-21,Fone de Ouvido Bluetooth,Eletrônicos,3,"157,85",pix,Matriz - Recife
412,10/03/2024,Fone de Ouvido Bluetooth,Eletrônicos,4,"155,16",Cartão de Crédito,Matriz - Recife
1424,19/06/2024,Meia Esportiva,Vestuário,1,"15,54",Cartão de Débito,Matriz - Recife
5967,2025-09-16,Suco de Caju 1L,ALIMENTOS,4,"162,78",pix,Matriz - Recife
287,19/02/2024,Carregador USB-C,Eletrônicos,1,"13,04",PIX,Matriz - Recife
6350,2025-10-28,Biscoito Recheado,ALIMENTOS,3,"56,15",pix,Matriz - Recife
5079,19-06-2025,Cabo HDMI,ELETRÔNICOS,2,"64,29",Dinheiro,Matriz - Recife
6672,20/11/2025,Escova de Limpeza,Casa e Utilidades,3,"207,31",Dinheiro,Matriz - Recife
1861,02/08/2024,Jogo de Toalhas,Casa e Utilidades,3,"96,17",Pix,Matriz - Recife
2062,26-08-2024,Jogo de Toalhas,Casa e Utilidades,1,"89,04",PIX,Matriz - Recife
997,2024-05-12,Camiseta Básica,Vestuário,4,"226,96",PIX,Matriz - Recife
2019,2024-08-20,Caderno Universitário,Papelaria,2,"210,46",Cartão de Débito,Matriz - Recife
6297,23/10/2025,Amendoim Torrado,Alimentos,1,"146,77",Cartão de Crédito,Matriz - Recife
7020,14-12-2025,Boné Aba Reta,Vestuário,3,"115,70",PIX,Matriz - Recife
1015,13/05/2024,Biscoito Recheado,Alimentos,1,"55,38",Dinheiro,Matriz - Recife
4343,20-04-2025,suco de caju 1l,Alimentos,1,"159,60",Pix,Matriz - Recife
5488,28/07/2025,amendoim torrado,Alimentos,2,"157,97",pix,Matriz - Recife
942,08/05/2024,Suco de Caju 1L,Alimentos,1,"154,20",Cartão de Débito,Matriz - Recife
3206,15/12/2024,Caixa de Som Portátil,Eletrônicos,1,"78,82",Pix,Matriz - Recife
4385,2025-04-26,Boné Aba Reta,Vestuário,1,"113,24",Pix,Matriz - Recife
1551,28/06/2024,Barra de Cereal,Alimentos,4,"140,78",Dinheiro,Matriz - Recife
2944,25/11/2024,Fone de Ouvido Bluetooth,ELETRÔNICOS,2,"162,68",Cartão de Débito,Matriz - Recife
1477,23/06/2024,Vela Aromática,Casa e Utilidades,3,"30,93",pix,Matriz - Recife
5688,18/08/2025,Bermuda Jeans,Vestuário,3,"27,67",PIX,Matriz - Recife
1330,2024-06-10,Carregador USB-C,Eletrônicos,1,"13,27",PIX,Matriz - Recife
7289,30/12/2025,Jaqueta Corta-Vento,,1,"61,89",pix,Matriz - Recife
2546,2024-10-18,Mochila Escolar,Papelaria,1,"190,21",Pix,Matriz - Recife
1735,17-07-2024,Amendoim Torrado,Alimentos,2,"156,64",Cartão de Débito,Matriz - Recife
4033,19-03-2025,Mochila Escolar,Papelaria,1,"194,00",Cartão de Crédito,Matriz - Recife
4408,29-04-2025,Jaqueta Corta-Vento,Vestuário,4,"63,64",Cartão de Débito,Matriz - Recife
2596,2024-10-24,Escova de Limpeza,Casa e Utilidades,2,"210,93",PIX,Matriz - Recife
456,2024-03-14,Estojo Simples,,3,"187,81",PIX,Matriz - Recife
2332,26-09-2024,Caderno Universitário,Papelaria,3,"195,92",Pix,Matriz - Recife
3413,2024-12-30,Suco de Caju 1L,Alimentos,1,"162,86",Pix,Matriz - Recife
6714,22/11/2025,Carregador USB-C,Eletrônicos,1,"15,15",PIX,Matriz - Recife
606,31-03-2024,Organizador de Gaveta,Casa e Utilidades,1,"32,57",PIX,Matriz - Recife
948,08-05-2024,Power Bank 10000mAh,Eletrônicos,2,"186,98",Cartão de Débito,Matriz - Recife
3477,07/01/2025,power bank 10000mah,Eletrônicos,1,"193,08",pix,Matriz - Recife
6047,27-09-2025,Kit Panelas Antiaderente,Casa e Utilidades,2,"245,48",Dinheiro,Matriz - Recife
3587,25/01/2025,Água de Coco 500ml,Alimentos,4,"63,15",pix,Matriz - Recife
3308,23/12/2024,Biscoito Recheado,Alimentos,1,"58,73",PIX,Matriz - Recife
3027,2024-12-01,Mouse Sem Fio,ELETRÔNICOS,2,"159,21",Cartão de Débito,Matriz - Recife
1833,30-07-2024,Café Torrado 500g,Alimentos,1,"14,84",Pix,Matriz - Recife
296,2024-02-20,Chinelo de Dedo,Vestuário,4,"133,52",Cartão de Crédito,Matriz - Recife
5677,17-08-2025,Meia Esportiva,Vestuário,4,"14,05",Cartão de Débito,Matriz - Recife
6656,19-11-2025,caneta esferográfica,PAPELARIA,1,"9,77",Cartão de Débito,Matriz - Recife
5125,22/06/2025,Camiseta Básica,Vestuário,3,"228,09",PIX,Matriz - Recife
2405,04/10/2024,Mouse Sem Fio,Eletrônicos,3,"159,54",Pix,Matriz - Recife
3525,16-01-2025,Organizador de Gaveta,Casa e Utilidades,1,"29,53",Pix,Matriz - Recife
2930,24/11/2024,Chinelo de Dedo,Vestuário,-4,"139,08",Cartão de Débito,Matriz - Recife
2300,2024-09-23,Camiseta Básica,Vestuário,3,"226,57",Pix,Matriz - Recife
4469,03-05-2025,Boné Aba Reta,Vestuário,3,"104,20",Cartão de Crédito,Matriz - Recife
6793,27-11-2025,Fone de Ouvido Bluetooth,Eletrônicos,1,"173,07",Cartão de Crédito,Matriz - Recife
4559,09/05/2025,Kit Panelas Antiaderente,Casa e Utilidades,1,"256,92",PIX,Matriz - Recife
522,21-03-2024,Marcador de Texto,Papelaria,1,"94,82",Dinheiro,Matriz - Recife
131,23-01-2024,Boné Aba Reta,Vestuário,1,"115,06",PIX,Matriz - Recife
332,2024-02-25,Boné Aba Reta,Vestuário,1,"118,63",Pix,Matriz - Recife
3988,14/03/2025,Jaqueta Corta-Vento,,2,"57,36",Pix,Matriz - Recife
3825,26/02/2025,Bermuda Jeans,Vestuário,1,"31,36",Cartão de Débito,Matriz - Recife
5497,29-07-2025,Café Torrado 500g,Alimentos,1,"15,29",PIX,Matriz - Recife
4367,23-04-2025,Café Torrado 500g,Alimentos,1,"14,98",Cartão de Débito,Matriz - Recife
7185,25-12-2025,Chinelo de Dedo,VESTUÁRIO,2,"130,41",Dinheiro,Matriz - Recife
638,05-04-2024,Mochila Escolar,Papelaria,5,"212,93",pix,Matriz - Recife
2567,2024-10-21,Meia Esportiva,Vestuário,2,"15,75",,Matriz - Recife
5333,2025-07-14,Suco de Caju 1L,Alimentos,1,"162,20",Dinheiro,Matriz - Recife
2737,08-11-2024,Bermuda Jeans,Vestuário,1,"27,62",Cartão de Crédito,Matriz - Recife
6240,17/10/2025,Boné Aba Reta,Vestuário,-3,"117,67",Cartão de Débito,Matriz - Recife
4608,13/05/2025,Meia Esportiva,VESTUÁRIO,1,"15,57",pix,Matriz - Recife
1021,13/05/2024,Cabo HDMI,Eletrônicos,2,"59,78",Dinheiro,Matriz - Recife
3969,12-03-2025,Caixa de Som Portátil,Eletrônicos,2,"79,76",Cartão de Crédito,Matriz - Recife
5495,29-07-2025,Power Bank 10000mAh,Eletrônicos,1,"175,88",,Matriz - Recife
3838,28-02-2025,Power Bank 10000mAh,Eletrônicos,2,"173,70",Cartão de Débito,Matriz - Recife
1289,2024-06-07,Mochila Escolar,Papelaria,1,"194,21",Dinheiro,Matriz - Recife
2127,03/09/2024,Mochila Escolar,Papelaria,4,"199,30",Pix,Matriz - Recife
2687,03-11-2024,Boné Aba Reta,,4,"104,06",Cartão de Débito,Matriz - Recife
1121,23/05/2024,Caixa de Som Portátil,ELETRÔNICOS,2,"69,72",Cartão de Crédito,matriz-recife
5502,2025-07-30,Jogo de Toalhas,Casa e Utilidades,2,"95,44",Cartão de Débito,Matriz - Recife
4231,2025-04-08,Suco de Caju 1L,Alimentos,2,"161,69",Cartão de Débito,Matriz - Recife
7058,16/12/2025,escova de limpeza,Casa e Utilidades,3,"208,01",pix,Matriz - Recife
2909,21/11/2024,Meia Esportiva,Vestuário,2,"16,07",Cartão de Débito,Matriz - Recife
2721,06-11-2024,Chinelo de Dedo,Vestuário,1,"128,95",Cartão de Débito,Matriz - Recife
6100,03-10-2025,Cola Bastão,Papelaria,4,"42,67",Dinheiro,Matriz - Recife
3900,05/03/2025,Chinelo de Dedo,VESTUÁRIO,2,"132,57",pix,Matriz - Recife
2104,31/08/2024,Suco de Caju 1L,Alimentos,1,"172,51",pix,Matriz - Recife
2330,25/09/2024,Café Torrado 500g,Alimentos,2,"15,00",Cartão de Crédito,Matriz - Recife
2646,30/10/2024,Camiseta Básica,Vestuário,1,"227,21",pix,Matriz - Recife
5989,19-09-2025,Meia Esportiva,Vestuário,2,"15,06",Dinheiro,Matriz - Recife
5075,19/06/2025,Fone de Ouvido Bluetooth,Eletrônicos,4,"164,54",Pix,Matriz - Recife
6762,2025-11-25,Biscoito Recheado,Alimentos,3,"52,66",,Matriz - Recife
6317,25/10/2025,Jaqueta Corta-Vento,Vestuário,1,"64,99",Pix,Matriz - Recife
3707,2025-02-09,jaqueta corta-vento,Vestuário,2,"63,19",Pix,Matriz - Recife
3605,27-01-2025,Caneta Esferográfica,Papelaria,2,"10,10",pix,Matriz - Recife
3215,15-12-2024,Carregador USB-C,ELETRÔNICOS,3,"14,28",Cartão de Débito,Matriz - Recife
213,06-02-2024,Mouse Sem Fio,Eletrônicos,3,"183,57",Pix,Matriz - Recife
7259,29/12/2025,escova de limpeza,Casa e Utilidades,5,"202,43",Dinheiro,Matriz - Recife
1537,2024-06-27,Amendoim Torrado,ALIMENTOS,3,"144,97",Dinheiro,Matriz - Recife
2851,2024-11-18,Água de Coco 500ml,Alimentos,2,"58,26",PIX,Matriz - Recife
3252,19/12/2024,amendoim torrado,Alimentos,4,"139,29",Cartão de Débito,Matriz - Recife
6458,05/11/2025,marcador de texto,Papelaria,2,"83,96",pix,Matriz - Recife
3351,26-12-2024,Bermuda Jeans,Vestuário,1,"27,63",PIX,Matriz - Recife
1059,18/05/2024,Vela Aromática,CASA E UTILIDADES,1,"29,39",Pix,Matriz - Recife
2933,24/11/2024,Caneta Esferográfica,Papelaria,1,"9,49",Cartão de Débito,Matriz - Recife
4715,23/05/2025,Caderno Universitário,Papelaria,3,"189,18",pix,Matriz - Recife
6039,26/09/2025,Porta Sabonete,Casa e Utilidades,1,"163,74",Cartão de Débito,Matriz - Recife
844,28/04/2024,Marcador de Texto,Papelaria,1,"85,94",PIX,Matriz - Recife
646,06/04/2024,Cola Bastão,PAPELARIA,1,"48,30",Pix,Matriz - Recife
5515,2025-08-01,Carregador USB-C,Eletrônicos,4,"14,90",Pix,Matriz - Recife
3717,10-02-2025,Porta Sabonete,CASA E UTILIDADES,2,"153,18",Cartão de Débito,Matriz - Recife
6739,2025-11-24,caneta esferográfica,Papelaria,1,"10,08",Dinheiro,Matriz - Recife
2132,03-09-2024,Caixa de Som Portátil,Eletrônicos,4,"80,20",pix,Matriz - Recife
710,13-04-2024,Marcador de Texto,Papelaria,1,"87,84",Pix,Matriz - Recife
1377,2024-06-13,Porta Sabonete,Casa e Utilidades,1,"158,07",Dinheiro,Matriz - Recife
1110,2024-05-22,Bermuda Jeans,VESTUÁRIO,4,"28,76",Pix,Matriz - Recife
1129,2024-05-23,Estojo Simples,Papelaria,1,"163,47",Cartão de Crédito,Matriz - Recife
7062,2025-12-16,Barra de Cereal,Alimentos,1,"133,49",PIX,Matriz - Recife
3835,2025-02-27,Amendoim Torrado,Alimentos,1,"139,20",Cartão de Débito,Matriz - Recife
2190,10-09-2024,Café Torrado 500g,ALIMENTOS,2,"14,02",PIX,Matriz - Recife
5784,28-08-2025,Vela Aromática,Casa e Utilidades,1,"30,15",PIX,Matriz - Recife
817,25/04/2024,Camiseta Básica,Vestuário,1,"221,17",PIX,Matriz - Recife
4455,02-05-2025,Amendoim Torrado,Alimentos,1,"143,74",pix,Matriz - Recife
868,01/05/2024,kit panelas antiaderente,Casa e Utilidades,4,"253,76",Cartão de Crédito,Matriz - Recife
5660,15/08/2025,organizador de gaveta,Casa e Utilidades,1,"30,40",Cartão de Crédito,Matriz - Recife
3165,12/12/2024,vela aromática,Casa e Utilidades,3,"32,48",Cartão de Crédito,Matriz - Recife
5708,20-08-2025,Cola Bastão,,1,"48,61",Cartão de Crédito,Matriz - Recife
4229,08/04/2025,Barra de Cereal,Alimentos,3,"150,65",PIX,Matriz - Recife
3395,29/12/2024,Meia Esportiva,Vestuário,4,"15,26",Dinheiro,Matriz - Recife
901,04/05/2024,Organizador de Gaveta,Casa e Utilidades,1,"30,28",Dinheiro,Matriz - Recife
498,2024-03-18,Suco de Caju 1L,Alimentos,1,"154,01",Cartão de Crédito,Matriz - Recife
6837,30/11/2025,amendoim torrado,Alimentos,5,"152,95",PIX,Matriz - Recife
3806,22-02-2025,Porta Sabonete,Casa e Utilidades,2,"151,07",Pix,Matriz - Recife
3396,2024-12-29,jogo de toalhas,Casa e Utilidades,1,"85,49",pix,Matriz - Recife
3153,11-12-2024,Vela Aromática,Casa e Utilidades,-1,"29,53",Cartão de Débito,Matriz - Recife
6315,2025-10-25,Chinelo de Dedo,VESTUÁRIO,1,"140,13",PIX,Matriz - Recife
4211,06-04-2025,Power Bank 10000mAh,Eletrônicos,5,"189,15",Cartão de Crédito,Matriz - Recife
6351,28/10/2025,Caneta Esferográfica,,3,"9,19",Pix,Matriz - Recife
3447,02/01/2025,Fone de Ouvido Bluetooth,Eletrônicos,4,"162,73",Pix,Matriz - Recife
1175,28/05/2024,Biscoito Recheado,Alimentos,1,"55,15",pix,Matriz - Recife
1933,09/08/2024,Café Torrado 500g,Alimentos,3,"14,67",Cartão de Crédito,Matriz - Recife
6053,28-09-2025,biscoito recheado,Alimentos,5,"54,34",Pix,Matriz - Recife
3010,30-11-2024,Bermuda Jeans,Vestuário,1,"31,07",Cartão de Crédito,Matriz - Recife
423,10-03-2024,Porta Sabonete,Casa e Utilidades,1,"143,02",Dinheiro,Matriz - Recife
3704,2025-02-08,Escova de Limpeza,Casa e Utilidades,3,"198,61",pix,Matriz - Recife
4646,17/05/2025,bermuda jeans,Vestuário,5,"30,15",Pix,Matriz - Recife
3595,26/01/2025,Jogo de Toalhas,Casa e Utilidades,1,"93,35",pix,Matriz - Recife
4279,2025-04-12,Biscoito Recheado,Alimentos,3,"54,27",Cartão de Débito,Matriz - Recife
4563,09/05/2025,Barra de Cereal,Alimentos,1,"138,93",Dinheiro,Matriz - Recife
1047,2024-05-17,Jaqueta Corta-Vento,Vestuário,3,"60,69",Cartão de Débito,Matriz - Recife
6771,2025-11-26,Meia Esportiva,Vestuário,4,"14,09",Cartão de Débito,Matriz - Recife
3093,06-12-2024,Camiseta Básica,Vestuário,2,"222,35",,Matriz - Recife
6360,30-10-2025,Power Bank 10000mAh,Eletrônicos,1,"199,96",Cartão de Crédito,Matriz - Recife
1301,08/06/2024,Biscoito Recheado,ALIMENTOS,1,"59,01",Cartão de Débito,Matriz - Recife
529,22/03/2024,Porta Sabonete,Casa e Utilidades,3,"163,95",Dinheiro,Matriz - Recife
2222,14-09-2024,Boné Aba Reta,Vestuário,1,"113,45",Cartão de Débito,Matriz - Recife
4847,31-05-2025,meia esportiva,VESTUÁRIO,3,"15,77",Cartão de Crédito,Matriz - Recife
5270,04-07-2025,Vela Aromática,Casa e Utilidades,3,"28,85",Cartão de Débito,Matriz - Recife
4620,2025-05-14,Barra de Cereal,Alimentos,1,"137,92",PIX,Matriz - Recife
3956,2025-03-11,Porta Sabonete,Casa e Utilidades,1,"166,10",Cartão de Débito,Matriz - Recife
2187,2024-09-10,Mochila Escolar,Papelaria,1,"211,27",Cartão de Débito,Matriz - Recife
754,2024-04-19,mochila escolar,PAPELARIA,2,"201,23",pix,Matriz - Recife
4529,07-05-2025,Cabo HDMI,Eletrônicos,2,"58,96",PIX,Matriz - Recife
5986,2025-09-19,Fone de Ouvido Bluetooth,Eletrônicos,3,"163,37",PIX,Matriz - Recife
3775,2025-02-18,Power Bank 10000mAh,Eletrônicos,4,"200,10",pix,Matriz - Recife
2731,2024-11-07,Organizador de Gaveta,CASA E UTILIDADES,3,"32,22",Dinheiro,Matriz - Recife
3622,29-01-2025,Estojo Simples,PAPELARIA,2,"164,03",pix,Matriz - Recife
395,2024-03-08,Café Torrado 500g,,1,"15,15",Pix,Matriz - Recife
2862,2024-11-18,Biscoito Recheado,Alimentos,5,"59,85",Cartão de Crédito,Matriz - Recife
5486,28/07/2025,barra de cereal,Alimentos,1,"144,08",Dinheiro,Matriz - Recife
6985,2025-12-11,Carregador USB-C,Eletrônicos,2,"14,78",pix,Matriz - Recife
3948,2025-03-10,Porta Sabonete,Casa e Utilidades,2,"148,30",PIX,Matriz - Recife
582,2024-03-29,Bermuda Jeans,Vestuário,1,"30,13",Cartão de Crédito,Matriz - Recife
